id;ranking_genero;titulo;precio;editorial;genero;idioma;numero_paginas;encuadernacion;fecha_lanzamiento;año_de_edicion;img_portada;autor_id
423;nf23;EL POZO DE LA ASCENSION (NACIDOS DE LA BRUMA-MISTBORN (EDICIÓN ILUSTRADA 2);29,90;Nova;Novela fantástica;Castellano;784;Tapa dura;30/09/2021;2021;https://imagessl6.casadellibro.com/a/l/s7/76/9788418037276.webp;252
424;nf24;LA REPÚBLICA DEL DRAGÓN;25,00;Editorial Hidra;Novela fantástica;Castellano;792;Tapa dura;11/03/2024;2024;https://imagessl0.casadellibro.com/a/l/s7/10/9788419266910.webp;243
425;nf25;ASESINO REAL;24,50;Nocturna Ediciones;Novela fantástica;Castellano;704;Tapa blanda;12/05/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/69/9788419680969.webp;249
426;nf26;PALABRAS RADIANTES (SAGA EL ARCHIVO DE LAS TORMENTAS 2);34,90;Nova;Novela fantástica;Castellano;1248;Tapa dura;01/07/2015;2015;https://imagessl9.casadellibro.com/a/l/s7/49/9788466657549.webp;252
427;nf27;VIENTO Y VERDAD (EL ARCHIVO DE LAS TORMENTAS 5);34,90;Nova;Novela fantástica;Castellano;1408;Tapa dura;09/12/2024;2024;https://imagessl3.casadellibro.com/a/l/s7/43/9788419260543.webp;252
428;nf28;FULGOR (LA PRISIONERA DE ORO 4);22,90;Roca Editorial;Novela fantástica;Castellano;696;Tapa blanda;29/05/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/32/9788410442832.webp;258
429;nf29;ARCANUM ILIMITADO: LA COLECCION DEL COSMERE;27,90;Nova;Novela fantástica;Castellano;784;Tapa dura;18/10/2017;2017;https://imagessl1.casadellibro.com/a/l/s7/21/9788466662321.webp;252
430;nf30;LAS DOS TORRES. ILUSTRADO POR ALAN LEE (NE REVISADA);30,00;Minotauro;Novela fantástica;Castellano;400;Tapa dura;18/06/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/19/9788445019719.webp;241
432;nf32;BRAZALES DE DUELO (ED. ILUSTRADA) (WAX & WAYNE: EDICIÓN ILUSTRADA 3);29,90;Nova;Novela fantástica;Castellano;512;Tapa dura;08/05/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/74/9788410466074.webp;252
433;nf33;BABEL;22,00;Editorial Hidra;Novela fantástica;Castellano;700;Tapa dura;21/11/2022;2022;https://imagessl6.casadellibro.com/a/l/s7/86/9788419266286.webp;243
434;nf34;EL RETORNO DEL REY. ILUSTRADO POR ALAN LEE (NE REVISADA);30,00;Minotauro;Novela fantástica;Castellano;544;Tapa dura;16/07/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/18/9788445019818.webp;241
436;nf36;LA BÚSQUEDA DEL ASESINO;25,50;Nocturna Ediciones;Novela fantástica;Castellano;896;Tapa blanda;12/05/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/76/9788419680976.webp;249
437;nf37;LA GRAN CACERÍA  (RUEDA DEL TIEMPO Nº 2);20,95;Minotauro;Novela fantástica;Castellano;720;Tapa blanda;19/11/2019;2019;https://imagessl3.casadellibro.com/a/l/s7/13/9788445007013.webp;261
438;nf38;OBSIDIANA;23,90;Grijalbo;Novela fantástica;Castellano;512;Tapa blanda;14/05/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/81/9788425370281.webp;262
439;nf39;EL CAMINO DE LOS REYES (SAGA EL ARCHIVO DE LAS TORMENTAS 1);34,90;Nova;Novela fantástica;Castellano;1200;Tapa dura;01/07/2015;2015;https://imagessl2.casadellibro.com/a/l/s7/62/9788466657662.webp;252
440;nf40;EL OJO DEL MUNDO (LA RUEDA DEL TIEMPO Nº 1);20,95;Minotauro;Novela fantástica;Castellano;832;Tapa blanda;15/10/2019;2019;https://imagessl6.casadellibro.com/a/l/s7/06/9788445007006.webp;261
441;nf41;OBSIDIANA;23,90;Grijalbo;Novela fantástica;Castellano;512;Tapa blanda;14/05/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/81/9788425370281.webp;262
442;nf42;EL LEGADO DE LA FURIA;25,95;Hidra;Novela fantástica;Castellano;432;Tapa dura;03/11/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/38/9791387711238.webp;263
443;nf43;LA ESPADA FULGURANTE;25,90;Ediciones Destino;Novela fantástica;Castellano;816;Tapa dura;04/06/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/93/9788423367993.webp;264
444;nf44;LA GUERRA DE LA AMAPOLA;25,00;Editorial Hidra;Novela fantástica;Castellano;600;Tapa dura;04/09/2023;2023;https://imagessl3.casadellibro.com/a/l/s7/03/9788419266903.webp;243
445;nf45;NUESTROS DESTINOS INFINITOS (EDICIÓN LIMITADA CON CANTOS PINTADOS);23,00;Umbriel;Novela fantástica;Castellano;352;Tapa dura;04/03/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/66/9788410085466.webp;265
446;nf46;EL ASCENSO DE LA SOMBRA (LA RUEDA DEL TIEMPO Nº 04);21,95;Minotauro;Novela fantástica;Castellano;1056;Tapa blanda;10/03/2020;2020;https://imagessl7.casadellibro.com/a/l/s7/37/9788445007037.webp;261
447;nf47;JURAMENTADA (SAGA EL ARCHIVO DE LAS TORMENTAS 3);34,90;Nova;Novela fantástica;Castellano;1408;Tapa dura;05/04/2018;2018;https://imagessl0.casadellibro.com/a/l/s7/00/9788417347000.webp;252
448;nf48;CIELO EN LLAMAS (LA RUEDA DEL TIEMPO Nº 5);21,95;Minotauro;Novela fantástica;Castellano;960;Tapa blanda;19/05/2020;2020;https://imagessl4.casadellibro.com/a/l/s7/44/9788445007044.webp;261
449;nf49;ESTUCHE LA GUERRA DE LA AMAPOLA;75,00;Editorial Hidra;Novela fantástica;Castellano;2242;Tapa dura;02/09/2024;2024;https://imagessl8.casadellibro.com/a/l/s7/08/9788410163508.webp;243
450;nf50;LA CIUDAD DE LAS ÚLTIMAS OPORTUNIDADES;24,95;Red Key Books0;Novela fantástica;Castellano;536;Tapa blanda;11/06/2025;2025;https://imagessl0.casadellibro.com/a/l/s7/60/9788412804560.webp;266
451;nf51;LA VOZ DE LAS ESPADAS (EDICIÓN ILUSTRADA);30,95;Alianza Editorial;Novela fantástica;Castellano;684;Tapa dura;25/11/2021;2021;https://imagessl2.casadellibro.com/a/l/s7/82/9788413625782.webp;242
452;nf52;ESQUIRLA DEL AMANECER (EL ARCHIVO DE LAS TORMENTAS 3.5);21,90;Nova;Novela fantástica;Castellano;256;Tapa dura;10/06/2021;2021;https://imagessl8.casadellibro.com/a/l/s7/38/9788418037238.webp;252
453;nf53;LA RUEDA DEL TIEMPO Nº 12/14 LA TORMENTA;20,95;Minotauro;Novela fantástica;Castellano;832;Tapa blanda;08/09/2021;2021;https://imagessl2.casadellibro.com/a/l/s7/12/9788445007112.webp;261
454;nf54;LA RUEDA DEL TIEMPO Nº 13/14 TORRES DE MEDIANOCHE;21,95;Minotauro;Novela fantástica;Castellano;944;Tapa blanda;20/10/2021;2021;https://imagessl9.casadellibro.com/a/l/s7/29/9788445007129.webp;261
455;nf55;TERRAMAR 50 ANIVERSARIO;50,00;Minotauro;Novela fantástica;Castellano;1286;Tapa dura;13/10/2021;2021;https://imagessl4.casadellibro.com/a/l/s7/14/9788445008614.webp;267
457;nf57;ALEACIÓN DE LEY (WAX & WAYNE: EDICIÓN ILUSTRADA 1);25,90;Nova;Novela fantástica;Castellano;352;Tapa dura;04/07/2024;2024;https://imagessl5.casadellibro.com/a/l/s7/15/9788419260215.webp;252
459;nf59;TRENZA DEL MAR ESMERALDA (NOVELA SECRETA 1);26,90;Nova;Novela fantástica;Castellano;560;Tapa dura;19/01/2023;2023;https://imagessl8.casadellibro.com/a/l/s7/18/9788418037818.webp;252
460;nf60;ELANTRIS (10º ANIVERSARIO);27,90;Nova;Novela fantástica;Castellano;800;Tapa dura;13/04/2016;2016;https://imagessl3.casadellibro.com/a/l/s7/43/9788466658843.webp;252
461;nf61;ORO (LA PRISIONERA DE ORO 5);22,90;Roca Editorial;Novela fantástica;Castellano;632;Tapa blanda;24/07/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/24/9788410442924.webp;258
462;nf62;TODOS LOS ÁNGELES DEL INFIERNO;19,95;Faeris Editorial;Novela fantástica;Castellano;400;Tapa blanda;15/02/2024;2024;https://imagessl2.casadellibro.com/a/l/s7/02/9788419988102.webp;269
463;nf63;EL HEROE DE LAS ERAS (SAGA NACIDOS DE LA BRUMA 3);24,90;Nova;Novela fantástica;Castellano;760;Tapa dura;05/10/2016;2016;https://imagessl1.casadellibro.com/a/l/s7/11/9788466658911.webp;252
464;nf64;EL ALIENTO DE LOS DIOSES;27,90;Nova;Novela fantástica;Castellano;720;Tapa dura;08/06/2016;2016;https://imagessl4.casadellibro.com/a/l/s7/74/9788466658874.webp;252
465;nf65;EL ESTRECHO SENDERO ENTRE DESEOS;21,90;Plaza & Janes;Novela fantástica;Castellano;240;Tapa dura;22/02/2024;2024;https://imagessl4.casadellibro.com/a/l/s7/74/9788401032974.webp;270
466;nf66;ÓMNIBUS EL ELFO OSCURO. EDICIÓN ESPECIAL;60,00;Minotauro;Novela fantástica;Castellano;816;Tapa dura;27/11/2024;2024;https://imagessl1.casadellibro.com/a/l/s7/41/9788445017241.webp;271
468;nf68;ESTUCHE AMANECER ROJO;50,00;Rba Libros;Novela fantástica;Castellano;1856;Tapa blanda;06/11/2024;2024;https://imagessl5.casadellibro.com/a/l/s7/95/9788411328395.webp;273
469;nf69;EL TEMOR DE UN HOMBRE SABIO (TAPA DURA) (SAGA CRONICA DEL ASESINO DE REYES 2);26,90;Plaza&janes;Novela fantástica;Castellano;1200;Tapa dura;29/11/2011;2011;https://imagessl1.casadellibro.com/a/l/s7/31/9788401352331.webp;270
470;nf70;EL IMPERIO SANGRIENTO Nº1 LA SANGRE DE LOS ANTIGUOS REYES;18,95;Minotauro;Novela fantástica;Castellano;352;Tapa blanda;21/05/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/34/9788445019634.webp;274
471;nf71;LA RUEDA DEL TIEMPO Nº 14/14 UN RECUERDO DE LUZ;21,95;Minotauro;Novela fantástica;Castellano;984;Tapa blanda;10/11/2021;2021;https://imagessl6.casadellibro.com/a/l/s7/36/9788445007136.webp;261
472;nf72;EL DIOS EN LLAMAS;25,00;Editorial Hidra;Novela fantástica;Castellano;792;Tapa dura;02/09/2024;2024;https://imagessl7.casadellibro.com/a/l/s7/27/9788419266927.webp;243
473;nf73;EL HOMBRE ILUMINADO (NOVELA SECRETA 4);26,90;Nova;Novela fantástica;Castellano;544;Tapa dura;19/10/2023;2023;https://imagessl3.casadellibro.com/a/l/s7/23/9788419260123.webp;252
474;nf74;EL HEROE DE LAS ERAS (NACIDOS DE LA BRUMA [MISTBORN] 3);20,90;Nova;Novela fantástica;Castellano;760;Tapa blanda;15/02/2024;2024;https://imagessl0.casadellibro.com/a/l/s7/60/9788419260260.webp;252
475;nf75;SOMBRAS DE IDENTIDAD (ED. ILUSTRADA) (WAX & WAYNE: EDICIÓN ILUSTR ADA 2);26,90;Nova;Novela fantástica;Castellano;440;Tapa dura;06/03/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/73/9788419260673.webp;252
476;nf76;HERMANOS DE SANGRE Nº 03/03 LA FURIA DE LOS DIOSES;21,95;Minotauro;Novela fantástica;Castellano;560;Tapa blanda;26/02/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/12/9788445014912.webp;275
477;nf77;UN DESTINO TEÑIDO DE SANGRE;24,95;Editorial Hidra;Novela fantástica;Castellano;480;Tapa dura;25/11/2024;2024;https://imagessl4.casadellibro.com/a/l/s7/84/9788410163584.webp;245
478;nf78;TODOS LOS DEMONIOS DEL CIELO;19,95;Faeris Editorial;Novela fantástica;Castellano;440;Tapa blanda;26/09/2024;2024;https://imagessl2.casadellibro.com/a/l/s7/62/9788419988362.webp;269
479;nf79;EL POZO DE LA ASCENSION (SAGA NACIDOS DE LA BRUMA 2);24,90;Nova;Novela fantástica;Castellano;784;Tapa dura;21/09/2016;2016;https://imagessl4.casadellibro.com/a/l/s7/04/9788466658904.webp;252
480;nf80;LA CAÍDA DE NÚMENOR;21,95;Minotauro;Novela fantástica;Castellano;384;Tapa dura;28/06/2023;2023;https://imagessl6.casadellibro.com/a/l/s7/56/9788445015056.webp;241
481;nf81;LA RUEDA DEL TIEMPO Nº 11/14 CUCHILLO DE SUEÑOS;20,95;Minotauro;Novela fantástica;Castellano;800;Tapa blanda;30/06/2021;2021;https://imagessl5.casadellibro.com/a/l/s7/05/9788445007105.webp;261
482;nf82;NUEVA PRIMAVERA  (RUEDA DEL TIEMPO Nº 0);16,95;Minotauro;Novela fantástica;Castellano;336;Tapa blanda;05/05/2021;2021;https://imagessl3.casadellibro.com/a/l/s7/93/9788445006993.webp;261
483;nf83;YUMI Y EL PINTOR DE PESADILLAS (NOVELA SECRETA 3);26,90;Nova;Novela fantástica;Castellano;560;Tapa dura;20/07/2023;2023;https://imagessl4.casadellibro.com/a/l/s7/24/9788419260024.webp;252
484;nf84;ESTUCHE ESPECIAL SIN DESTINO (SAGA COMPLETA);49,90;Hidra;Novela fantástica;Castellano;850;Tapa blanda;22/09/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/21/9791387711221.webp;245
485;nf85;EL ÚLTIMO UNICORNIO;18,95;Gran Travesía;Novela fantástica;Castellano;288;Tapa dura;07/05/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/43/9786075840543.webp;276
486;nf86;EL NOMBRE DEL VIENTO (TAPA DURA) (SAGA CRONICA DEL ASESINO DE REY ES 1);26,90;Plaza&janes;Novela fantástica;Castellano;880;Tapa dura;29/11/2011;2011;https://imagessl8.casadellibro.com/a/l/s7/48/9788401352348.webp;270
487;nf87;EL HOBBIT. ILUSTRADO POR ALAN LEE (NE REVISADA);35,00;Minotauro;Novela fantástica;Castellano;304;Tapa dura;02/10/2024;2024;https://imagessl9.casadellibro.com/a/l/s7/89/9788445017289.webp;241
488;nf88;EL IMPERIO DE LOS CONDENADOS;25,95;Nocturna Ediciones;Novela fantástica;Castellano;920;Tapa blanda;13/01/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/46/9788419680846.webp;257
489;nf89;LA CAÍDA DE NÚMENOR;21,95;Minotauro;Novela fantástica;Castellano;384;Tapa dura;28/06/2023;2023;https://imagessl6.casadellibro.com/a/l/s7/56/9788445015056.webp;241
490;nf90;LA SOMBRA DE LOS DIOSES;20,95;Minotauro;Novela fantástica;Castellano;496;Tapa blanda;11/10/2022;2022;https://imagessl2.casadellibro.com/a/l/s7/52/9788445012352.webp;275
491;nf91;ALEACION DE LEY (SAGA NACIDOS DE LA BRUMA 4);24,90;Nova;Novela fantástica;Castellano;352;Tapa dura;19/10/2016;2016;https://imagessl8.casadellibro.com/a/l/s7/28/9788466658928.webp;252
492;nf92;AMANECER ROJO 3. MAÑANA AZUL;22,90;Rba Libros;Novela fantástica;Castellano;672;Tapa blanda;17/02/2022;2022;https://imagessl2.casadellibro.com/a/l/s7/72/9788491879572.webp;273
493;nf93;AMANECER ROJO 1;22,90;Rba Libros;Novela fantástica;Castellano;544;Tapa blanda;17/02/2022;2022;https://imagessl9.casadellibro.com/a/l/s7/39/9788491876939.webp;273
494;nf94;LA CORONA DE ESPADAS Nº 07/14;20,95;Minotauro;Novela fantástica;Castellano;768;Tapa blanda;17/09/2020;2020;https://imagessl8.casadellibro.com/a/l/s7/68/9788445007068.webp;261
495;nf95;LA RUEDA DEL TIEMPO Nº 09/14 EL CORAZÓN DEL INVIERNO;20,95;Minotauro;Novela fantástica;Castellano;640;Tapa blanda;20/01/2021;2021;https://imagessl2.casadellibro.com/a/l/s7/82/9788445007082.webp;261
496;nf96;CHOQUE DE REYES (CANCIÓN DE HIELO Y FUEGO 2);27,90;Plaza&janes;Novela fantástica;Castellano;936;Tapa dura;22/06/2023;2023;https://imagessl1.casadellibro.com/a/l/s7/31/9788401032431.webp;248
497;nf97;JUEGO DE TRONOS (CANCIÓN DE HIELO Y FUEGO 1);27,90;Plaza&janes;Novela fantástica;Castellano;800;Tapa dura;22/06/2023;2023;https://imagessl4.casadellibro.com/a/l/s7/24/9788401032424.webp;248
498;nf98;OLVIDADO REY GUDÚ;26,50;Ediciones Destino;Novela fantástica;Castellano;768;Tapa dura;19/03/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/15/9788423367115.webp;277
499;nf99;GENERACIONES Nº 01/03 INTEMPORAL;21,95;Minotauro;Novela fantástica;Castellano;448;Tapa dura;21/05/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/91/9788445014691.webp;271
501;nc1;CARL EL MAZMORRERO;22,90;Nova;Novela de ciencia ficción;Castellano;464;Tapa blanda;10/07/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/35/9788410466135.webp;279
502;nc2;PROYECTO HAIL MARY;22,90;Nova;Novela de ciencia ficción;Castellano;544;Tapa blanda;20/05/2021;2021;https://imagessl6.casadellibro.com/a/l/s7/16/9788418037016.webp;280
503;nc3;JERUSALEN (CABALLO DE TROYA 1);15,00;Editorial Planeta;Novela de ciencia ficción;Castellano;736;Tapa blanda;09/11/2011;2011;https://imagessl7.casadellibro.com/a/l/s7/47/9788408108047.webp;281
504;nc4;THE HORUS HERESY: SIEGE OF TERRA Nº 05 MORTIS;21,95;Minotauro;Novela de ciencia ficción;Castellano;480;Tapa blanda;25/06/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/03/9788445018903.webp;282
505;nc5;SISTEMAS CRÍTICOS;17,50;Editorial Hidra;Novela de ciencia ficción;Castellano;176;Tapa dura;12/05/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/39/9791387711139.webp;283
506;nc6;IMPERIO OSCURO Nº 03 PLAGA DIVINA;20,95;Minotauro;Novela de ciencia ficción;Castellano;416;Tapa blanda;18/06/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/97/9788445018897.webp;284
507;nc7;LOS DESPOSEIDOS;16,95;Minotauro;Novela de ciencia ficción;Castellano;456;Tapa blanda;29/09/2021;2021;https://imagessl0.casadellibro.com/a/l/s7/20/9788445010020.webp;267
508;nc8;SILO Nº 01/03 WOOL;18,95;Minotauro;Novela de ciencia ficción;Castellano;552;Tapa blanda;27/09/2023;2023;https://imagessl5.casadellibro.com/a/l/s7/45/9788445016145.webp;285
509;nc9;DURA UNA ETERNIDAD Y EN UN INSTANTE SE ACABA;18,90;Editorial Sexto Piso;Novela de ciencia ficción;Castellano;142;Tapa blanda;10/03/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/87/9788410249387.webp;286
510;nc10;SILO Nº 02/03 SHIFT;18,95;Minotauro;Novela de ciencia ficción;Castellano;576;Tapa blanda;31/01/2024;2024;https://imagessl2.casadellibro.com/a/l/s7/52/9788445016152.webp;285
511;nc11;THE HORUS HERESY: SIEGE OF TERRA Nº 06 EL HALCÓN GUERRERO;20,95;Minotauro;Novela de ciencia ficción;Castellano;448;Tapa blanda;10/09/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/72/9788445018972.webp;287
512;nc12;EXPEDIENTE HERMES (PREMIO MINOTAURO 2025);22,95;Minotauro;Novela de ciencia ficción;Castellano;496;Tapa dura;26/03/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/66/9788445019566.webp;288
513;nc13;STAR WARS NOVELA: DARTH PLAGUEIS;25,00;Planeta Cómic;Novela de ciencia ficción;Castellano;488;Tapa blanda;06/11/2014;2014;https://imagessl5.casadellibro.com/a/l/s7/05/9788416090105.webp;289
514;nc14;LOS DESPOSEÍDOS;19,95;Minotauro;Novela de ciencia ficción;Castellano;464;Tapa blanda;19/11/2020;2020;https://imagessl7.casadellibro.com/a/l/s7/07/9788445009307.webp;267
515;nc15;PRIMARCHS Nº 04 PERTURABO: EL MARTILLO DE OLYMPIA;17,95;Minotauro;Novela de ciencia ficción;Castellano;256;Tapa blanda;09/07/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/27/9788445018927.webp;284
516;nc16;SILO Nº 03/03 DUST;18,95;Minotauro;Novela de ciencia ficción;Castellano;432;Tapa blanda;03/04/2024;2024;https://imagessl9.casadellibro.com/a/l/s7/69/9788445016169.webp;285
517;nc17;METRO 2033 (NE);19,95;Minotauro;Novela de ciencia ficción;Castellano;544;Tapa blanda;07/09/2022;2022;https://imagessl9.casadellibro.com/a/l/s7/19/9788445012819.webp;290
518;nc18;EL DÍA DEL RELÁMPAGO. CABALLO DE TROYA 10;15,00;Editorial Planeta;Novela de ciencia ficción;Castellano;568;Tapa blanda;26/10/2022;2022;https://imagessl5.casadellibro.com/a/l/s7/95/9788408263395.webp;281
519;nc19;EL DIARIO DE ELISEO. CABALLO DE TROYA 11;15,00;Editorial Planeta;Novela de ciencia ficción;Castellano;816;Tapa blanda;26/10/2022;2022;https://imagessl1.casadellibro.com/a/l/s7/01/9788408263401.webp;281
520;nc20;EL FIN DE LA MUERTE (ED. ILUSTRADA) (TRILOGÍA DE LOS TRES CUERPOS 3);29,90;Nova;Novela de ciencia ficción;Castellano;736;Tapa dura;24/10/2024;2024;https://imagessl9.casadellibro.com/a/l/s7/29/9788419260529.webp;291
521;nc21;DESAFIANTE (ESCUADRÓN 4);21,90;Nova;Novela de ciencia ficción;Castellano;464;Tapa blanda;23/11/2023;2023;https://imagessl0.casadellibro.com/a/l/s7/00/9788419260000.webp;252
522;nc22;SOLARIS;22,95;Impedimenta;Novela de ciencia ficción;Castellano;272;Tapa blanda;11/04/2011;2011;https://imagessl3.casadellibro.com/a/l/s7/93/9788415130093.webp;292
523;nc23;QUIENES SE MARCHAN DE OMELAS;16,50;Nórdica Libros;Novela de ciencia ficción;Castellano;48;Tapa dura;02/05/2022;2022;https://imagessl8.casadellibro.com/a/l/s7/78/9788418930478.webp;267
524;nc24;AMANECER DE FUEGO Nº 05 EL REINO DE HIERRO;21,95;Minotauro;Novela de ciencia ficción;Castellano;448;Tapa blanda;21/05/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/73/9788445018873.webp;293
525;nc25;LA HISTORIA DE TU VIDA;22,95;Alamut;Novela de ciencia ficción;Castellano;336;Tapa blanda;11/02/2021;2021;https://imagessl5.casadellibro.com/a/l/s7/55/9788498891355.webp;294
526;nc26;FLORES PARA ALGERNON;21,95;Alamut;Novela de ciencia ficción;Castellano;264;Tapa dura;31/01/2019;2019;https://imagessl7.casadellibro.com/a/l/s7/57/9788498891157.webp;295
527;nc27;"LOS AUTOESTOPISTAS GALACTICOS (CONTIENE: GUIA DEL AUTOESTOPISTA GALACTICO; EL RESTAURANTE DE FIN DEL MUNDO; LA VIDA, EL UNIVERSO Y TODO LO DEMAS";26,90;Editorial Anagrama S.A.U.;Novela de ciencia ficción;Castellano;600;Tapa blanda;06/09/2017;2017;https://imagessl0.casadellibro.com/a/l/s7/60/9788433959560.webp;296
528;nc28;LA HEREJIA DE HORUS 1: HORUS, SEÑOR DE LA GUERRA;20,95;Minotauro;Novela de ciencia ficción;Castellano;352;Tapa blanda;15/03/2016;2016;https://imagessl1.casadellibro.com/a/l/s7/91/9788445003091.webp;297
529;nc29;EL PROBLEMA DE LOS TRES CUERPOS (TRILOGIA DE LOS TRES CUERPOS 1);21,90;Nova;Novela de ciencia ficción;Castellano;416;Tapa blanda;28/09/2016;2016;https://imagessl4.casadellibro.com/a/l/s7/34/9788466659734.webp;291
530;nc30;EL BOSQUE OSCURO (ED. ILUSTRADA) (TRILOGÍA DE LOS TRES CUERPOS 2);26,50;Nova;Novela de ciencia ficción;Castellano;576;Tapa dura;05/09/2024;2024;https://imagessl2.casadellibro.com/a/l/s7/12/9788419260512.webp;291
531;nc31;NOSOTROS;20,00;Salamandra;Novela de ciencia ficción;Castellano;288;Tapa blanda;18/05/2023;2023;https://imagessl8.casadellibro.com/a/l/s7/68/9788418363368.webp;298
532;nc32;TRILOGIA ¡ILLUMINATUS!;28,00;Orciny Press;Novela de ciencia ficción;Castellano;728;Tapa blanda;28/11/2023;2023;https://imagessl5.casadellibro.com/a/l/s7/45/9788412604245.webp;299
533;nc33;EL ZOO DE PAPEL Y OTROS RELATOS;26,95;Alianza Editorial;Novela de ciencia ficción;Castellano;544;Tapa blanda;06/04/2017;2017;https://imagessl5.casadellibro.com/a/l/s7/75/9788491046875.webp;300
534;nc34;LA PUERTA DE ABADON (THE EXPANSE 3);22,90;Nova;Novela de ciencia ficción;Castellano;576;Tapa blanda;20/09/2018;2018;https://imagessl8.casadellibro.com/a/l/s7/08/9788417347208.webp;301
536;nc36;EL INFINITO Y LO DIVINO;20,95;Minotauro;Novela de ciencia ficción;Castellano;384;Tapa blanda;30/11/2022;2022;https://imagessl4.casadellibro.com/a/l/s7/84/9788445012284.webp;302
537;nc37;LA CÓLERA DE TIAMAT (THE EXPANSE 8);22,90;Nova;Novela de ciencia ficción;Castellano;592;Tapa blanda;09/02/2023;2023;https://imagessl5.casadellibro.com/a/l/s7/95/9788418037795.webp;301
538;nc38;METRO 2034 (NE);18,95;Minotauro;Novela de ciencia ficción;Castellano;368;Tapa blanda;11/10/2022;2022;https://imagessl6.casadellibro.com/a/l/s7/26/9788445012826.webp;290
539;nc39;LA VIEJA GUARDIA (CTS: COMIENZA TU SERIE);6,95;Minotauro;Novela de ciencia ficción;Castellano;304;Tapa blanda;03/07/2024;2024;https://imagessl4.casadellibro.com/a/l/s7/24/9788445013724.webp;303
540;nc40;HEREDEROS DEL RECUERDO;29,95;Alamut;Novela de ciencia ficción;Castellano;432;Tapa dura;01/01/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/46/9788498891546.webp;266
542;nc42;DEATH STRANDING Nº 01/02 (NOVELA);22,00;Planeta Cómic;Novela de ciencia ficción;Castellano;264;Tapa blanda;27/04/2022;2022;https://imagessl5.casadellibro.com/a/l/s7/35/9788491749035.webp;304
543;nc43;LA HEREJIA DE HORUS 12: LOS MIL HIJOS;22,95;Minotauro;Novela de ciencia ficción;Castellano;504;Tapa blanda;15/03/2016;2016;https://imagessl6.casadellibro.com/a/l/s7/06/9788445003206.webp;305
544;nc44;LA HEREJIA DE HORUS 2: FALSOS DIOSES;20,95;Minotauro;Novela de ciencia ficción;Castellano;352;Tapa blanda;15/03/2016;2016;https://imagessl7.casadellibro.com/a/l/s7/07/9788445003107.webp;305
545;nc45;LA HEREJIA DE HORUS 14: EL PRIMER HEREJE;21,95;Minotauro;Novela de ciencia ficción;Castellano;448;Tapa blanda;15/03/2016;2016;https://imagessl0.casadellibro.com/a/l/s7/20/9788445003220.webp;306
546;nc46;LA HEREJIA DE HORUS 3: LA GALAXIA EN LLAMAS;20,95;Minotauro;Novela de ciencia ficción;Castellano;304;Tapa blanda;15/03/2016;2016;https://imagessl4.casadellibro.com/a/l/s7/14/9788445003114.webp;307
547;nc47;LOBO ESPACIAL;45,00;Minotauro;Novela de ciencia ficción;Castellano;944;Tapa blanda;09/07/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/94/9788445019894.webp;308
548;nc48;EL FIN DEL IMPERIO (SAGA LA INTERDEPENDENCIA 1);18,95;Minotauro;Novela de ciencia ficción;Castellano;328;Tapa blanda;23/10/2018;2018;https://imagessl0.casadellibro.com/a/l/s7/20/9788445005620.webp;303
549;nc49;STAR WARS: UN NUEVO AMANECER (NOVELA);22,00;Planeta Cómic;Novela de ciencia ficción;Castellano;392;Tapa blanda;09/05/2017;2017;https://imagessl6.casadellibro.com/a/l/s7/16/9788416889716.webp;309
550;nc50;LA CIUDAD Y LA CIUDAD;22,90;Nova;Novela de ciencia ficción;Castellano;400;Tapa dura;10/05/2018;2018;https://imagessl6.casadellibro.com/a/l/s7/16/9788417347116.webp;310
